"latitude","longitude","hh_number","malaria_prevention","id_household"
0.416423666365487,-64.0045168844789,4,"IRS + LLINs",30040037
0.652394354380206,-64.0498439631394,3,"None",20110126
0.618127494017459,-64.2876975517658,10,"LLINs",30080027
0.509637384032621,-64.3400525606584,6,"IRS",10052068
0.721300089391041,-64.320860615909,4,"LLINs",10030056
0.482213342137643,-63.9867986723527,5,"LLINs",20090071
0.735662486768193,-64.206962398939,9,"None",20110204
0.416374570038883,-64.0152603541963,1,"IRS + LLINs",40090088
0.742917755072357,-63.9598366576067,7,"IRS + LLINs",40040018
0.384887513011434,-64.0835390843378,3,"IRS",20040239
0.5506928357672,-64.0917862826517,7,"IRS",20040116
0.661020098882392,-64.3384470369685,4,"IRS",10080134
0.447367828929889,-64.2600878879284,5,"LLINs",30020058
0.779220138490913,-64.1838322286935,6,"LLINs",20070060
0.525519572948357,-64.0034698503968,5,"LLINs",40080084
0.636743153704557,-64.1980833921869,1,"IRS + LLINs",40050007
0.437311739605298,-64.1675382103757,1,"IRS + LLINs",30050260
0.65159336861697,-64.1118805891815,9,"IRS",10060042
0.685595752561322,-64.3097651968434,5,"None",50030024
0.577932023870222,-64.3630067576982,5,"IRS + LLINs",40070005
0.745967749454928,-64.0636085180462,3,"None",50100104
0.729354776780893,-63.992667571881,4,"None",20120656
